,index,Unnamed: 0,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,RA_yes,BR_yes,TS_yes,HZ_yes,DZ_yes,Sunset,Sunrise,NumMosquitos,WnvPresent
13,13,13,2007-05-29,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,88.0,62.5,75.25,58.5,65.5,0.0,10.5,0.0,29.415000915527344,30.10000038146973,5.800000190734862,17.0,6.949999809265138,0.0,1.0,0.0,1.0,0.0,1917.0,421.0,1,0
14,14,14,2007-05-29,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,88.0,62.5,75.25,58.5,65.5,0.0,10.5,0.0,29.415000915527344,30.10000038146973,5.800000190734862,17.0,6.949999809265138,0.0,1.0,0.0,1.0,0.0,1917.0,421.0,1,0
15,15,15,2007-05-29,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX RESTUANS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,88.0,62.5,75.25,58.5,65.5,0.0,10.5,0.0,29.415000915527344,30.10000038146973,5.800000190734862,17.0,6.949999809265138,0.0,1.0,0.0,1.0,0.0,1917.0,421.0,1,0
16,16,16,2007-05-29,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,88.0,62.5,75.25,58.5,65.5,0.0,10.5,0.0,29.415000915527344,30.10000038146973,5.800000190734862,17.0,6.949999809265138,0.0,1.0,0.0,1.0,0.0,1917.0,421.0,3,0
17,17,17,2007-05-29,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,88.0,62.5,75.25,58.5,65.5,0.0,10.5,0.0,29.415000915527344,30.10000038146973,5.800000190734862,17.0,6.949999809265138,0.0,1.0,0.0,1.0,0.0,1917.0,421.0,1,0
18,18,18,2007-05-29,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,88.0,62.5,75.25,58.5,65.5,0.0,10.5,0.0,29.415000915527344,30.10000038146973,5.800000190734862,17.0,6.949999809265138,0.0,1.0,0.0,1.0,0.0,1917.0,421.0,5,0
19,19,19,2007-05-29,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,88.0,62.5,75.25,58.5,65.5,0.0,10.5,0.0,29.415000915527344,30.10000038146973,5.800000190734862,17.0,6.949999809265138,0.0,1.0,0.0,1.0,0.0,1917.0,421.0,1,0
20,20,20,2007-05-29,"North Streeter Drive, Chicago, IL 60611, USA",CULEX RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,88.0,62.5,75.25,58.5,65.5,0.0,10.5,0.0,29.415000915527344,30.10000038146973,5.800000190734862,17.0,6.949999809265138,0.0,1.0,0.0,1.0,0.0,1917.0,421.0,2,0
21,21,21,2007-05-29,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,88.0,62.5,75.25,58.5,65.5,0.0,10.5,0.0,29.415000915527344,30.10000038146973,5.800000190734862,17.0,6.949999809265138,0.0,1.0,0.0,1.0,0.0,1917.0,421.0,1,0
22,22,22,2007-05-29,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999997,8,88.0,62.5,75.25,58.5,65.5,0.0,10.5,0.0,29.415000915527344,30.10000038146973,5.800000190734862,17.0,6.949999809265138,0.0,1.0,0.0,1.0,0.0,1917.0,421.0,1,0
23,23,23,2007-05-29,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,88.0,62.5,75.25,58.5,65.5,0.0,10.5,0.0,29.415000915527344,30.10000038146973,5.800000190734862,17.0,6.949999809265138,0.0,1.0,0.0,1.0,0.0,1917.0,421.0,1,0
24,24,24,2007-05-29,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,88.0,62.5,75.25,58.5,65.5,0.0,10.5,0.0,29.415000915527344,30.10000038146973,5.800000190734862,17.0,6.949999809265138,0.0,1.0,0.0,1.0,0.0,1917.0,421.0,1,0
25,25,25,2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
26,26,26,2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,3,0
27,27,27,2007-06-05,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,5,0
28,28,28,2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,2,0
29,29,29,2007-06-05,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
30,30,30,2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
31,31,31,2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,2,0
32,32,32,2007-06-05,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
33,33,33,2007-06-05,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000002,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
34,34,34,2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
35,35,35,2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,2,0
36,36,36,2007-06-05,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
37,37,37,2007-06-05,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,3,0
38,38,38,2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
39,39,39,2007-06-05,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
40,40,40,2007-06-05,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,2,0
41,41,41,2007-06-05,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
42,42,42,2007-06-05,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,2,0
43,43,43,2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
44,44,44,2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
45,45,45,2007-06-05,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,2,0
46,46,46,2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
47,47,47,2007-06-05,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
48,48,48,2007-06-05,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,3,0
49,49,49,2007-06-05,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,4,0
50,50,50,2007-06-05,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.98196400000001,-87.812827,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
51,51,51,2007-06-05,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
52,52,52,2007-06-05,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000002,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,7,0
53,53,53,2007-06-05,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999998,9,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
54,54,54,2007-06-05,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,2,0
55,55,55,2007-06-05,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
56,56,56,2007-06-05,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
57,57,57,2007-06-05,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
58,58,58,2007-06-05,"South Vincennes Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
59,59,59,2007-06-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,2,0
60,60,60,2007-06-05,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,4,0
61,61,61,2007-06-05,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
62,62,62,2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,2,0
63,63,63,2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,1,0
64,64,64,2007-06-05,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,8,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265138,4.0,7.8500003814697275,1.0,1.0,0.0,0.0,0.0,1923.0,417.0,3,0
