,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,RA_yes,BR_yes,TS_yes,HZ_yes,DZ_yes
75,82,60,71,53,61,0, 6,0429,1926,0.00,29.19,29.89,2.1,29,4.9,0,0,0,0,0
76,82,65,74,60,65,0, 9,0430,1925,0.39,29.25,29.96,4.4,24,5.2,1,1,0,0,0
77,83,68,76,66,69,0,11,0431,1925,0.11,29.18,29.90,5.2,23,6.5,1,1,1,0,0
78,85,69,77,68,71,0,12,0432,1924,1.55,29.11,29.84,9.1,24,10.1,1,1,1,0,0
79,83,63,73,63,66,0, 8,0433,1923,0.16,29.21,29.90,7.0,1,11.9,0,1,0,0,1
80,75,58,67,53,59,0, 2,0433,1923,0.00,29.44,30.14,8.6,3,9.1,0,0,0,0,0
81,74,58,66,52,58,0, 1,0434,1922,0.00,29.51,30.22,6.5,3,7.4,0,0,0,0,0
82,81,58,70,55,61,0, 5,0435,1921,0.00,29.49,30.21,1.7,16,3.3,0,0,0,0,0
83,83,60,72,55,63,0, 7,0436,1920,0.00,29.37,30.10,3.2,9,4.0,0,0,0,0,0
84,82,65,74,58,64,0, 9,0437,1919,0.00,29.32,30.04,3.1,20,5.2,0,0,0,0,0
85,85,71,78,61,67,0,13,0438,1918,0.005,29.29,30.00,5.8,25,6.6,0,0,0,0,0
86,83,66,75,65,68,0,10,0439,1918,0.19,29.19,29.92,7.2,22,9.4,1,1,1,1,0
87,83,70,77,68,70,0,12,0440,1917,0.17,29.11,29.82,3.0,3,7.9,1,1,0,1,0
88,80,66,73,65,68,0, 8,0441,1916,0.00,29.23,29.93,10.0,3,10.2,0,1,0,1,0
89,85,63,74,57,64,0, 9,0442,1915,0.00,29.28,29.99,4.8,5,5.7,0,0,0,0,0
90,89,62,76,55,64,0,11,0443,1914,0.00,29.33,30.03,3.8,6,4.3,0,0,0,0,0
91,91,68,80,61,68,0,15,0444,1913,0.00,29.33,30.04,3.3,4,4.9,0,0,0,0,0
92,92,69,81,62,69,0,16,0445,1911,0.00,29.29,30.00,3.5,9,4.1,0,0,0,1,0
93,91,70,81,66,71,0,16,0446,1910,0.00,29.26,29.97,5.5,26,5.9,0,0,0,1,0
94,90,69,80,56,66,0,15,0447,1909,0.00,29.31,30.02,2.7,3,5.7,0,0,0,0,0
95,81,64,73,58,64,0, 8,0448,1908,0.03,29.31,30.03,5.7,8,6.1,1,0,0,0,0
96,88,67,78,71,73,0,13,0449,1907,1.43,29.08,29.81,5.4,21,9.6,1,1,1,1,0
97,88,74,81,72,74,0,16,0450,1906,0.26,29.13,29.83,1.6,10,4.9,1,1,1,1,0
98,91,72,82,73,76,0,17,0451,1904,1.31,29.06,29.76,6.2,25,9.0,1,1,0,0,0
99,87,73,80,71,73,0,15,0452,1903,0.06,29.13,29.83,3.0,3,6.9,1,1,1,0,0
100,84,72,78,71,73,0,13,0453,1902,0.05,29.13,29.84,2.5,29,6.0,1,0,1,0,0
101,86,70,78,68,72,0,13,0454,1900,0.00,29.26,29.96,4.5,2,5.9,0,1,0,0,0
102,89,67,78,65,70,0,13,0455,1859,0.00,29.31,30.02,3.2,19,3.9,0,1,0,1,0
103,88,67,78,67,71,0,13,0456,1858,0.29,29.34,30.06,1.7,6,5.4,1,0,1,0,0
104,81,65,73,57,64,0, 8,0457,1856,0.00,29.39,30.11,6.2,6,6.9,0,1,0,0,0
105,84,65,75,67,70,0,10,0458,1855,0.41,29.23,29.93,5.9,25,8.0,1,1,1,0,0
106,80,71,76,67,70,0,11,0459,1854,0.23,29.17,29.89,3.4,7,5.8,1,1,1,0,0
107,77,65,71,64,67,0, 6,0500,1852,0.00,29.28,29.97,3.6,1,5.7,0,1,0,0,0
108,79,60,70,54,61,0, 5,0501,1851,0.00,29.41,30.10,5.9,32,6.8,0,0,0,0,0
109,68,59,64,54,58,1, 0,0502,1849,0.09,29.44,30.16,6.4,12,8.1,1,0,0,0,0
110,68,62,65,62,64,0, 0,0503,1848,1.33,29.24,29.99,6.0,10,7.4,1,1,1,0,0
111,78,68,73,68,69,0, 8,0504,1846,0.91,29.15,29.87,0.5,12,5.7,1,1,1,0,0
112,87,69,78,70,72,0,13,0505,1845,0.005,29.21,29.91,3.8,18,6.0,0,1,0,1,0
113,90,69,80,71,73,0,15,0506,1843,0.37,29.23,29.94,5.3,21,9.5,1,0,1,0,0
114,87,69,78,69,71,0,13,0508,1842,2.35,29.15,29.87,9.6,21,11.7,1,1,1,0,0
115,80,69,75,67,69,0,10,0509,1840,0.24,29.11,29.82,5.8,25,7.1,1,0,1,0,0
116,79,64,72,63,66,0, 7,0510,1839,0.34,29.23,29.93,3.0,36,5.6,1,0,0,0,0
117,79,60,70,55,61,0, 5,0511,1837,0.00,29.38,30.08,3.6,11,5.4,0,0,0,0,0
118,79,60,70,60,64,0, 5,0512,1835,0.00,29.36,30.07,6.5,17,7.4,0,0,0,0,0
119,91,67,79,66,70,0,14,0513,1834,0.00,29.28,29.99,9.0,20,9.5,0,0,0,0,0
120,85,68,77,65,69,0,12,0514,1832,0.005,29.34,30.04,5.6,3,8.2,0,0,0,0,0
121,75,57,66,54,60,0, 1,0515,1831,0.00,29.47,30.18,9.1,2,9.9,0,0,0,0,0
122,77,57,67,52,59,0, 2,0516,1829,0.00,29.47,30.19,3.9,4,5.2,0,0,0,0,0
123,81,57,69,55,61,0, 4,0517,1827,0.00,29.49,30.22,4.2,11,5.0,0,0,0,0,0
124,85,61,73,57,63,0, 8,0518,1826,0.00,29.41,30.15,4.2,21,5.0,0,0,0,0,0
125,88,66,77,61,67,0,12,0519,1824,0.00,29.36,30.09,2.0,27,5.8,0,0,0,0,0
126,89,63,76,60,66,0,11,0520,1822,0.00,29.28,30.00,2.8,22,4.3,0,0,0,0,0
127,90,66,78,63,69,0,13,0521,1821,0.005,29.24,29.96,6.4,19,6.5,1,0,0,0,0
128,82,73,78,67,70,0,13,0522,1819,0.18,29.21,29.92,11.9,20,12.1,1,0,0,1,0
129,84,70,77,68,70,0,12,0523,1817,0.19,29.15,29.85,10.4,23,13.9,1,1,1,1,0
130,78,64,71,57,63,0, 6,0524,1815,0.00,29.30,30.00,6.0,5,7.2,0,0,0,0,0
131,80,63,72,59,63,0, 7,0525,1814,0.00,29.36,30.06,9.2,3,9.9,0,0,0,0,0
132,74,54,64,58,60,1, 0,0526,1812,0.36,29.30,30.04,7.2,2,9.0,1,1,0,0,0
133,71,50,61,44,52,4, 0,0527,1810,0.005,29.20,29.92,11.7,29,13.5,0,0,0,0,0
134,67,46,57,42,49,8, 0,0528,1809,0.00,29.40,30.12,1.8,3,5.6,0,0,0,0,0
135,78,50,64,45,54,1, 0,0529,1807,0.00,29.23,29.99,8.3,19,8.5,0,0,0,0,0
136,66,45,56,39,48,9, 0,0530,1805,0.00,29.36,30.05,12.1,32,13.4,0,0,0,0,0
137,61,39,50,33,43,15, 0,0531,1803,0.00,29.56,30.28,1.4,33,5.9,0,0,0,0,0
138,71,44,58,40,49,7, 0,0532,1760,0.00,29.46,30.19,6.8,18,7.4,0,0,0,0,0
139,80,52,66,49,57,0, 1,0533,1758,0.00,29.39,30.12,11.7,17,12.1,0,0,0,0,0
140,88,63,76,58,65,0,11,0535,1756,0.00,29.34,30.06,12.9,19,13.1,0,0,0,0,0
141,84,65,75,59,65,0,10,0536,1755,0.00,29.41,30.11,5.0,26,9.7,0,0,0,0,0
142,78,60,69,59,63,0, 4,0537,1753,0.00,29.39,30.12,5.3,7,6.6,0,0,0,0,0
143,88,64,76,59,66,0,11,0538,1751,0.00,29.18,29.90,10.3,21,12.4,0,0,0,1,0
144,74,51,63,43,53,2, 0,0539,1749,0.00,29.42,30.12,2.6,3,6.8,0,0,0,0,0
145,84,50,67,50,58,0, 2,0540,1748,0.00,29.43,30.16,4.6,13,5.3,0,0,0,0,0
146,90,68,79,63,68,0,14,0541,1746,0.00,29.27,29.99,11.4,19,11.9,0,0,0,0,0
147,85,63,74,65,69,0, 9,0542,1744,0.27,29.23,29.95,7.9,23,10.5,1,0,1,0,0
148,69,53,61,50,55,4, 0,0543,1742,0.09,29.31,30.03,4.3,1,6.6,1,0,0,0,0
149,75,49,62,49,55,3, 0,0544,1741,0.005,29.26,29.97,4.9,24,6.5,0,1,0,0,0
150,73,53,63,46,53,2, 0,0545,1739,0.00,29.47,30.17,2.3,4,7.1,0,0,0,0,0
151,80,50,65,46,55,0, 0,0546,1737,0.00,29.50,30.23,9.5,17,9.8,0,0,0,0,0
152,83,59,71,49,59,0, 6,0547,1735,0.14,29.36,30.10,14.4,19,14.6,1,1,1,0,0
153,69,59,64,59,61,1, 0,0548,1734,0.29,29.28,30.00,6.1,22,8.1,1,1,0,0,1
154,78,57,68,59,63,0, 3,0549,1732,0.09,29.18,29.92,10.8,19,11.1,1,1,0,0,0
155,74,55,65,48,56,0, 0,0550,1730,0.00,29.28,29.98,5.9,26,7.1,0,0,0,0,0
156,82,51,67,56,61,0, 2,0552,1729,0.00,29.34,30.04,3.9,17,4.6,0,0,0,1,0
157,84,62,73,65,68,0, 8,0553,1727,0.00,29.36,30.08,7.0,17,7.0,0,0,0,1,0
158,87,69,78,67,70,0,13,0554,1725,0.00,29.33,30.04,6.9,20,7.4,0,0,0,0,0
159,87,67,77,66,70,0,12,0555,1724,0.00,29.31,30.03,5.2,19,5.9,0,0,0,0,0
160,87,60,74,61,66,0, 9,0556,1722,0.00,29.23,29.93,7.7,24,10.1,0,0,0,0,0
161,76,49,63,44,53,2, 0,0557,1720,0.00,29.21,29.94,11.5,28,12.8,0,0,0,0,0
162,54,47,51,38,44,14, 0,0558,1719,0.005,29.21,29.93,15.1,31,15.5,1,0,0,0,1
163,54,46,50,39,45,15, 0,0559,1717,0.00,29.28,30.01,11.9,36,12.9,0,0,0,0,0
164,56,41,49,35,43,16, 0,0600,1715,0.00,29.28,30.02,3.4,35,4.6,0,0,0,0,0
165,59,40,50,41,47,15, 0,0602,1714,0.00,29.31,30.04,2.7,20,3.5,0,0,0,0,0
166,61,53,57,49,53,8, 0,0603,1712,0.15,29.34,30.06,5.6,11,6.6,1,0,0,0,0
167,74,51,63,52,57,2, 0,0604,1711,0.07,29.21,29.95,4.1,14,5.6,1,1,0,0,0
168,67,52,60,54,57,5, 0,0605,1709,0.24,29.16,29.88,6.4,21,7.5,1,1,0,0,1
169,72,47,60,53,57,5, 0,0606,1707,0.04,29.07,29.83,9.3,14,9.8,1,0,0,1,0
170,78,59,69,56,61,0, 4,0607,1706,0.30,28.59,29.34,17.2,19,18.9,1,1,0,0,0
171,60,52,56,48,52,9, 0,0608,1704,0.01,28.75,29.44,16.2,24,16.7,1,1,0,0,0
172,73,47,60,43,52,5, 0,0610,1703,0.00,29.02,29.71,10.9,21,12.0,0,0,0,0,0
173,80,60,70,47,57,0, 5,0611,1701,0.00,29.08,29.78,18.0,20,18.2,0,0,0,0,0
174,67,46,57,47,50,8, 0,0612,1660,0.16,29.26,29.97,5.2,36,9.2,1,1,0,0,1
175,58,43,51,36,44,14, 0,0613,1658,0.00,29.20,29.93,5.2,31,8.2,0,0,0,0,0
176,55,43,49,35,42,16, 0,0614,1657,0.00,29.46,30.16,13.3,2,14.5,0,0,0,0,0
177,55,45,50,39,46,15, 0,0616,1656,0.005,29.47,30.20,13.9,6,14.1,1,0,0,0,0
178,65,53,59,48,52,6, 0,0617,1654,0.33,29.31,30.07,6.2,5,6.9,1,1,0,0,0
179,55,37,46,38,45,19, 0,0618,1653,0.01,29.56,30.25,9.4,32,9.9,1,1,0,0,0
180,56,34,45,30,39,20, 0,0619,1651,0.00,29.79,30.52,3.4,23,4.2,0,0,0,0,0
181,61,39,50,32,42,15, 0,0620,1650,0.00,29.63,30.40,10.2,22,10.4,0,0,0,0,0
182,66,41,54,38,46,11, 0,0622,1649,0.00,29.43,30.20,12.2,20,12.5,0,0,0,0,0
183,62,41,52,37,46,13, 0,0623,1647,0.00,29.30,30.02,12.2,25,14.3,0,0,0,0,0
184,74,48,61,51,56,4, 0,0448,1849,0.00,28.95,29.67,10.6,16,11.5,0,0,0,0,0
185,74,51,63,55,58,2, 0,0447,1850,1.28,28.79,29.53,13.8,20,15.1,1,1,1,0,0
186,56,43,50,41,46,15, 0,0446,1851,0.005,29.01,29.69,10.4,25,12.7,1,0,0,0,0
187,65,38,52,34,45,13, 0,0444,1852,0.00,29.31,30.02,5.6,24,6.3,0,0,0,0,0
188,75,50,63,38,50,2, 0,0443,1853,0.00,29.27,29.99,4.4,26,7.0,0,0,0,0,0
189,81,46,64,44,55,1, 0,0442,1855,0.00,29.16,29.88,6.3,22,7.1,0,0,0,0,0
190,70,49,60,52,56,5, 0,0441,1856,0.76,28.97,29.69,3.5,23,12.3,1,1,0,0,0
191,59,45,52,35,44,13, 0,0439,1857,0.00,29.08,29.82,12.2,5,12.6,0,0,0,0,0
192,58,41,50,34,43,15, 0,0438,1858,0.00,29.15,29.85,6.3,3,6.9,0,0,0,0,0
193,61,38,50,37,45,15, 0,0437,1859,0.00,29.08,29.85,5.9,7,6.3,0,0,0,0,0
194,58,46,52,43,47,13, 0,0436,1860,0.95,28.85,29.55,14.5,2,17.7,1,1,0,0,0
195,56,40,48,38,43,17, 0,0435,1901,0.00,29.26,29.96,5.1,7,7.8,0,0,0,0,0
196,73,40,57,45,51,8, 0,0434,1902,0.08,29.20,29.93,15.5,18,15.9,1,0,1,0,0
197,64,45,55,48,52,10, 0,0433,1903,0.02,29.19,29.89,2.0,25,9.6,0,1,0,0,1
198,57,43,50,37,45,15, 0,0432,1904,0.00,29.33,30.05,6.8,5,7.9,0,0,0,0,0
199,73,40,57,41,50,8, 0,0431,1905,0.00,29.10,29.86,8.9,25,9.4,0,0,0,0,0
200,73,52,63,41,52,2, 0,0430,1906,0.12,28.87,29.61,12.9,30,14.7,1,0,0,0,0
201,55,44,50,39,45,15, 0,0429,1907,0.00,28.93,29.64,3.5,34,8.2,0,0,0,0,0
202,60,40,50,33,43,15, 0,0428,1908,0.005,28.96,29.69,3.9,7,5.7,1,0,0,0,0
203,66,47,57,37,47,8, 0,0427,1909,0.00,28.94,29.66,7.3,31,9.2,0,0,0,0,0
204,66,41,54,36,46,11, 0,0426,1910,0.00,29.00,29.70,7.2,32,9.2,0,0,0,0,0
205,59,45,52,38,45,13, 0,0425,1911,0.00,29.24,29.94,8.8,5,9.8,0,0,0,0,0
206,57,46,52,39,45,13, 0,0425,1912,0.00,29.41,30.12,10.7,3,10.9,0,0,0,0,0
207,67,40,54,40,48,11, 0,0424,1913,0.00,29.44,30.18,7.4,7,8.4,0,0,0,0,0
208,78,44,61,50,57,4, 0,0423,1914,0.005,29.18,29.93,10.3,18,11.9,1,0,1,0,0
209,81,47,64,60,64,1, 0,0422,1915,0.48,29.11,29.81,6.2,25,11.8,1,1,1,0,0
210,50,42,46,35,42,19, 0,0422,1916,0.00,29.50,30.19,19.2,3,19.3,0,0,0,0,0
211,62,43,53,32,43,12, 0,0421,1916,0.00,29.60,30.34,8.2,6,8.7,0,0,0,0,0
212,67,42,55,37,47,10, 0,0421,1917,0.01,29.39,30.16,3.5,11,4.2,1,0,0,0,0
213,77,55,66,59,62,0, 1,0420,1918,0.40,29.03,29.79,8.4,21,10.4,1,1,1,0,0
214,79,59,69,56,62,0, 4,0420,1919,0.00,29.10,29.80,10.8,28,11.9,0,0,0,0,0
215,74,53,64,47,55,1, 0,0419,1920,0.00,29.23,29.95,4.6,10,5.4,0,0,0,0,0
216,86,56,71,52,60,0, 6,0419,1920,0.005,29.16,29.89,1.9,8,4.8,1,0,0,0,0
217,69,55,62,55,57,3, 0,0418,1921,0.52,28.97,29.69,7.3,4,9.2,1,1,1,0,0
218,78,54,66,59,61,0, 1,0418,1922,0.005,28.90,29.62,4.5,4,5.2,1,1,1,1,1
219,87,60,74,68,71,0, 9,0417,1923,0.64,29.00,29.70,11.5,20,14.0,1,1,1,0,0
220,87,73,80,68,72,0,15,0417,1923,0.005,29.07,29.76,21.1,20,21.5,1,0,0,0,0
221,85,69,77,71,73,0,12,0417,1924,0.11,29.16,29.86,12.5,19,13.2,1,1,1,0,0
222,85,64,75,68,70,0,10,0417,1925,1.24,29.11,29.81,6.5,18,12.2,1,0,1,0,0
223,74,65,70,64,66,0, 5,0416,1925,0.14,29.10,29.82,6.3,22,7.7,1,1,0,0,0
224,79,59,69,56,61,0, 4,0416,1926,0.005,29.18,29.89,8.8,25,9.6,1,0,0,0,0
225,86,61,74,56,64,0, 9,0416,1926,0.00,29.28,29.99,8.9,18,10.0,0,0,0,0,0
226,91,73,82,63,69,0,17,0416,1927,0.00,29.20,29.90,16.1,18,16.3,0,0,0,0,0
227,82,65,74,62,66,0, 9,0416,1927,0.39,29.21,29.92,8.9,22,9.9,1,1,1,0,0
228,84,59,72,53,61,0, 7,0416,1928,0.00,29.23,29.94,8.3,24,8.8,0,0,0,0,0
229,81,61,71,60,64,0, 6,0416,1928,0.18,29.15,29.84,8.1,24,9.8,1,0,0,0,0
230,72,59,66,49,57,0, 1,0416,1929,0.00,29.20,29.91,10.7,31,11.2,0,0,0,0,0
231,76,55,66,46,55,0, 1,0416,1929,0.00,29.26,29.97,10.7,30,11.2,0,0,0,0,0
232,77,56,67,48,56,0, 2,0416,1929,0.00,29.21,29.92,4.8,3,7.3,0,0,0,0,0
233,81,52,67,46,56,0, 2,0416,1930,0.00,29.21,29.93,1.8,25,5.1,0,0,0,0,0
234,82,58,70,53,60,0, 5,0416,1930,0.09,29.25,29.96,6.7,22,7.9,1,0,1,0,0
235,82,61,72,52,61,0, 7,0416,1930,0.01,29.24,29.95,7.1,29,7.8,0,0,0,0,0
236,82,57,70,52,59,0, 5,0417,1931,0.16,29.18,29.89,2.9,31,5.1,1,0,1,0,0
237,77,56,67,54,59,0, 2,0417,1931,0.00,29.33,30.04,3.9,4,6.4,0,0,0,0,0
238,82,55,69,53,60,0, 4,0417,1931,0.00,29.44,30.15,5.1,18,5.8,0,0,0,0,0
239,79,66,73,64,67,0, 8,0417,1931,0.08,29.28,29.99,8.0,22,9.3,1,0,0,0,0
240,86,70,78,66,70,0,13,0418,1931,0.00,29.15,29.86,6.3,26,7.3,0,1,0,0,0
241,84,66,75,67,70,0,10,0418,1931,0.005,29.05,29.76,6.7,22,7.4,1,0,0,0,0
242,83,64,74,55,63,0, 9,0419,1931,0.04,28.98,29.69,12.1,25,13.2,1,0,1,1,0
243,75,60,68,58,61,0, 3,0419,1931,0.58,29.08,29.77,7.3,31,9.7,1,1,0,0,0
244,80,59,70,50,58,0, 5,0419,1931,0.00,29.28,29.98,6.0,34,9.6,0,0,0,0,0
245,83,58,71,51,60,0, 6,0420,1931,0.00,29.24,29.97,8.1,24,8.0,0,0,0,0,0
246,87,63,75,62,66,0,10,0420,1931,0.20,29.09,29.79,8.7,23,13.2,1,1,1,0,0
247,71,55,63,51,57,2, 0,0421,1931,0.005,29.34,30.04,11.6,3,12.0,0,0,0,0,0
248,76,52,64,50,57,1, 0,0422,1930,0.00,29.35,30.06,6.0,5,6.6,0,0,0,0,0
249,80,54,67,52,59,0, 2,0422,1930,0.00,29.31,30.03,4.6,7,7.0,0,0,0,0,0
250,87,59,73,57,65,0, 8,0423,1930,0.00,29.21,29.94,9.3,19,9.4,0,0,0,0,0
