,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,RA_yes,BR_yes,TS_yes,HZ_yes,DZ_yes,Date,Sunset,Sunrise
18,80.0,56.0,68.0,38.0,53.0,0.0,3.0,0.0,29.375,30.079999923706055,11.100000381469727,23.5,11.399999618530273,0.0,0.0,0.0,0.0,0.0,2007-05-19,1908.0,428.0
19,69.0,43.5,56.25,40.5,44.5,8.5,0.0,0.09000000357627869,29.40999984741211,30.110000610351562,9.5,3.5,10.199999809265137,1.0,0.0,1.0,0.0,0.0,2007-05-20,1909.0,427.0
20,79.5,45.0,62.25,50.0,56.5,2.5,0.0,0.0,29.360000610351562,30.05500030517578,6.300000190734863,10.5,8.0,0.0,0.0,0.0,0.0,0.0,2007-05-21,1910.0,426.0
21,87.0,57.5,72.25,45.0,58.0,0.0,7.5,0.0,29.375,30.05500030517578,10.050000190734863,17.0,10.399999618530273,0.0,0.0,0.0,0.0,0.0,2007-05-22,1911.0,425.0
22,89.0,63.0,76.25,48.5,61.0,0.0,11.5,0.0,29.43000030517578,30.100000381469727,11.149999618530273,18.5,11.5,0.0,0.0,0.0,0.0,0.0,2007-05-23,1912.0,425.0
23,88.0,64.5,76.5,53.5,63.0,0.0,11.5,0.01249999925494194,29.439998626708984,30.104999542236328,14.350000381469727,20.5,16.25,1.0,0.0,0.0,1.0,0.0,2007-05-24,1913.0,424.0
24,68.0,56.5,62.25,45.0,53.0,2.5,0.0,0.04750000312924385,29.540000915527344,30.235000610351562,4.699999809265137,5.0,8.5,0.5,0.5,0.0,0.0,0.0,2007-05-25,1914.0,423.0
25,67.5,49.5,58.5,55.0,56.5,6.5,0.0,0.6449999809265137,29.389999389648438,30.104999542236328,2.6500000953674316,16.0,7.5,1.0,1.0,1.0,0.5,0.0,2007-05-26,1915.0,422.0
26,75.0,58.0,66.5,48.0,56.5,0.0,1.5,0.05999999865889549,29.375,30.05500030517578,8.549999237060547,25.0,9.350000381469727,1.0,1.0,0.0,0.0,0.0,2007-05-27,1916.0,422.0
27,77.5,52.0,65.0,48.0,56.5,0.0,0.0,0.0024999999441206455,29.459999084472656,30.145000457763672,4.75,9.0,5.25,0.5,0.0,0.0,0.0,0.0,2007-05-28,1916.0,421.0
28,88.0,62.5,75.25,58.5,65.5,0.0,10.5,0.0,29.415000915527344,30.100000381469727,5.800000190734863,17.0,6.949999809265137,0.0,1.0,0.0,1.0,0.0,2007-05-29,1917.0,421.0
29,88.0,68.0,78.25,57.5,65.5,0.0,13.5,0.0,29.344999313354492,30.03499984741211,10.0,18.0,10.350000381469727,0.0,0.0,0.0,1.0,0.0,2007-05-30,1918.0,420.0
30,79.0,66.5,73.0,61.0,65.5,0.0,8.0,0.26999998092651367,29.310001373291016,29.994998931884766,9.100000381469727,18.5,9.549999237060547,1.0,0.5,0.0,0.5,0.0,2007-05-31,1919.0,420.0
31,85.5,64.5,75.25,63.0,66.5,0.0,10.5,0.19999998807907104,29.220001220703125,29.904998779296875,4.449999809265137,16.5,6.100000381469727,1.0,1.0,1.0,1.0,0.0,2007-06-01,1920.0,419.0
32,81.0,66.5,73.75,62.5,67.0,0.0,9.0,0.022499999031424522,29.065000534057617,29.764999389648438,7.0,21.5,7.800000190734863,1.0,1.0,0.0,0.0,0.0,2007-06-02,1920.0,419.0
33,77.5,63.0,70.25,60.0,63.5,0.0,5.5,0.16499999165534973,28.845001220703125,29.549999237060547,5.050000190734863,24.5,6.949999809265137,1.0,1.0,1.0,1.0,0.0,2007-06-03,1921.0,418.0
34,71.5,57.0,64.5,57.5,60.0,0.5,0.0,0.3499999940395355,28.849998474121094,29.514999389648438,7.850000381469727,30.5,9.899999618530273,1.0,1.0,0.5,0.0,0.0,2007-06-04,1922.0,418.0
35,63.5,49.0,56.5,47.5,51.5,8.5,0.0,0.3449999988079071,29.130001068115234,29.78499984741211,5.699999809265137,4.0,7.850000381469727,1.0,1.0,0.0,0.0,0.0,2007-06-05,1923.0,417.0
36,72.0,46.0,59.25,47.5,55.0,5.5,0.0,0.007499999832361937,29.099998474121094,29.814998626708984,10.200000762939453,16.0,11.0,1.0,0.0,0.0,0.0,0.0,2007-06-06,1923.0,417.0
37,91.5,71.0,81.25,61.5,68.5,0.0,16.5,0.0,28.875,29.549999237060547,21.5,19.5,21.900001525878906,0.0,0.0,0.0,0.0,0.0,2007-06-07,1924.0,417.0
38,81.0,60.0,70.5,53.5,61.5,0.0,5.5,0.0,29.209999084472656,29.84000015258789,10.100000381469727,27.0,13.100000381469727,0.0,0.0,0.0,0.0,0.0,2007-06-08,1925.0,417.0
39,79.0,54.5,67.0,48.0,57.5,0.0,2.0,0.0,29.389999389648438,30.059999465942383,1.350000023841858,26.0,4.849999904632568,0.0,0.0,0.0,0.0,0.0,2007-06-09,1925.0,416.0
40,81.0,58.0,69.5,50.5,59.5,0.0,4.5,0.0,29.364999771118164,30.045000076293945,4.699999809265137,16.5,5.699999809265137,0.0,0.0,0.0,0.0,0.0,2007-06-10,1926.0,416.0
41,85.5,61.5,73.5,51.5,61.0,0.0,8.5,0.0,29.439998626708984,30.100000381469727,5.75,10.0,7.649999618530273,0.0,0.0,0.0,0.0,0.0,2007-06-11,1926.0,416.0
42,82.5,64.0,73.5,50.5,60.5,0.0,8.5,0.0,29.46500015258789,30.149999618530273,8.850000381469727,5.0,9.399999618530273,0.0,0.0,0.0,0.0,0.0,2007-06-12,1927.0,416.0
43,86.5,64.0,75.5,53.0,62.0,0.0,10.5,0.0,29.284452438354492,29.967994689941406,7.099999904632568,5.0,8.581822395324707,0.0,0.0,0.0,0.0,0.0,2007-06-13,1927.0,416.0
44,89.0,66.0,77.75,54.5,63.5,0.0,13.0,0.0,29.329999923706055,30.010000228881836,5.75,6.0,6.600000381469727,0.0,0.0,0.0,0.0,0.0,2007-06-14,1928.0,416.0
45,90.0,65.0,77.5,56.0,64.5,0.0,12.5,0.0,29.310001373291016,29.979999542236328,3.9499998092651367,7.5,4.5,0.0,0.0,0.0,0.0,0.0,2007-06-15,1928.0,416.0
46,92.5,67.0,80.0,60.5,67.5,0.0,15.0,0.004999999888241291,29.295000076293945,29.96500015258789,3.450000047683716,25.0,5.949999809265137,0.5,0.0,0.0,1.0,0.0,2007-06-16,1929.0,416.0
47,91.0,70.5,81.0,64.5,70.0,0.0,16.0,0.07999999821186066,29.255001068115234,29.940000534057617,3.4000000953674316,11.0,6.199999809265137,0.0,0.0,0.0,1.0,0.0,2007-06-17,1929.0,416.0
48,89.0,71.0,80.0,65.0,70.0,0.0,15.0,0.15000000596046448,29.155000686645508,29.834999084472656,13.100000381469727,20.0,13.850000381469727,1.0,0.0,1.0,1.0,0.0,2007-06-18,1929.0,416.0
49,80.5,65.0,73.0,55.0,63.0,0.0,8.0,0.7549999952316284,29.28499984741211,29.940000534057617,10.399999618530273,28.5,11.350000381469727,1.0,0.5,0.0,0.0,0.0,2007-06-19,1930.0,416.0
50,84.5,61.5,73.25,51.0,61.0,0.0,8.5,0.0,29.424999237060547,30.095001220703125,6.850000381469727,27.5,8.25,0.0,0.0,0.0,0.0,0.0,2007-06-20,1930.0,416.0
51,78.5,63.5,71.0,51.0,60.5,0.0,6.0,0.007499999832361937,29.385000228881836,30.06999969482422,3.5999999046325684,2.5,10.149999618530273,1.0,0.0,0.0,0.0,0.0,2007-06-21,1930.0,416.0
52,75.5,61.5,68.75,49.5,58.0,0.0,4.0,0.004999999888241291,29.360000610351562,30.05500030517578,7.150000095367432,6.5,8.399999618530273,1.0,0.0,0.0,0.0,0.0,2007-06-22,1931.0,417.0
53,67.5,61.5,64.75,59.0,61.5,0.0,0.0,0.19500000774860382,29.255001068115234,29.954999923706055,7.449999809265137,11.5,8.550000190734863,1.0,1.0,0.0,0.0,0.0,2007-06-23,1931.0,417.0
54,76.0,64.0,70.0,62.0,65.0,0.0,5.0,0.0,29.295000076293945,29.96500015258789,6.300000190734863,9.5,7.0,0.0,1.0,0.0,1.0,0.0,2007-06-24,1931.0,417.0
55,87.5,66.0,76.75,66.5,70.0,0.0,12.0,0.0,29.40999984741211,30.064998626708984,3.950000047683716,13.0,6.350000381469727,0.0,1.0,0.0,1.0,0.0,2007-06-25,1931.0,417.0
56,91.5,71.5,81.5,69.0,72.0,0.0,16.5,0.08249999582767487,29.420000076293945,30.100000381469727,6.699999809265137,21.5,7.600000381469727,0.5,1.0,0.5,1.0,0.0,2007-06-26,1931.0,418.0
57,90.0,71.0,80.5,69.5,72.0,0.0,15.5,0.25,29.325000762939453,30.010000228881836,7.699999809265137,24.0,8.649999618530273,1.0,0.5,1.0,0.0,0.0,2007-06-27,1931.0,418.0
58,73.5,59.5,66.5,55.5,60.5,0.0,1.5,0.13195934891700745,29.420000076293945,30.079999923706055,12.049999237060547,2.5,12.899999618530273,0.0,0.0,0.0,0.0,0.0,2007-06-28,1931.0,419.0
59,70.5,56.0,63.25,55.5,59.5,1.5,0.0,0.13195934891700745,29.439998626708984,30.119998931884766,7.5,2.0,8.25,0.0,0.0,0.0,0.0,0.0,2007-06-29,1931.0,419.0
60,78.0,56.0,67.25,47.5,57.0,0.0,2.5,0.0,29.434999465942383,30.119998931884766,5.0,3.5,6.0,0.0,0.0,0.0,0.0,0.0,2007-06-30,1931.0,419.0
61,75.5,57.5,66.75,51.5,58.5,0.0,2.0,0.0,29.53499984741211,30.219999313354492,9.050000190734863,4.0,9.149999618530273,0.0,0.0,0.0,0.0,0.0,2007-07-01,1931.0,420.0
62,78.0,55.5,66.75,50.0,58.5,0.0,2.0,0.0,29.520000457763672,30.21500015258789,6.650000095367432,13.0,8.300000190734863,0.0,0.0,0.0,0.0,0.0,2007-07-02,1931.0,420.0
63,83.0,61.5,72.5,56.5,63.0,0.0,7.5,0.24500000476837158,29.344999313354492,30.05500030517578,6.550000190734863,21.0,7.350000381469727,1.0,0.5,1.0,0.0,0.0,2007-07-03,1931.0,421.0
64,85.0,67.0,76.25,65.0,69.0,0.0,11.5,0.4100000262260437,29.204999923706055,29.889999389648438,3.8499999046325684,26.0,8.5,1.0,0.5,1.0,1.0,0.0,2007-07-04,1930.0,422.0
65,88.5,70.5,79.5,60.0,67.0,0.0,14.5,0.0,29.264999389648438,29.93000030517578,5.350000381469727,32.0,7.5,0.0,1.0,0.0,0.5,0.0,2007-07-05,1930.0,422.0
66,85.0,67.0,76.0,57.0,64.5,0.0,11.0,0.0,29.349998474121094,30.020000457763672,3.25,6.0,5.5,0.0,0.0,0.0,0.0,0.0,2007-07-06,1930.0,423.0
67,89.0,66.0,77.5,62.5,68.5,0.0,12.5,0.0,29.209999084472656,29.904998779296875,7.899999618530273,22.5,8.350000381469727,0.0,0.0,0.0,0.0,0.0,2007-07-07,1930.0,423.0
68,93.5,75.0,84.5,67.0,72.0,0.0,19.5,0.0,29.084999084472656,29.764999389648438,12.75,23.5,12.899999618530273,0.0,0.0,0.0,0.0,0.0,2007-07-08,1929.0,424.0
69,93.5,71.0,82.25,66.5,70.5,0.0,17.5,0.27000001072883606,29.135000228881836,29.795000076293945,4.850000381469727,23.5,8.800000190734863,1.0,0.0,0.5,0.0,0.0,2007-07-09,1929.0,425.0
70,89.0,69.5,79.25,67.0,70.5,0.0,14.5,0.2549999952316284,29.094999313354492,29.764999389648438,8.399999618530273,23.0,10.350000381469727,0.5,0.0,1.0,1.0,0.0,2007-07-10,1929.0,425.0
71,77.0,62.5,70.0,51.0,59.0,0.0,5.0,0.0,29.255001068115234,29.924999237060547,8.950000762939453,30.0,11.049999237060547,0.0,0.0,0.0,0.0,0.0,2007-07-11,1928.0,426.0
72,80.0,60.5,70.5,51.0,59.5,0.0,5.5,0.0,29.25,29.924999237060547,9.699999809265137,28.5,11.25,0.0,0.0,0.5,0.0,0.0,2007-07-12,1928.0,427.0
73,76.0,58.5,67.25,52.5,58.5,0.0,2.5,0.0,29.295000076293945,29.979999542236328,1.7000000476837158,4.0,5.550000190734863,0.0,0.0,0.0,0.0,0.0,2007-07-13,1927.0,428.0
74,84.5,61.5,73.25,55.0,62.0,0.0,8.5,0.0,29.110000610351562,29.790000915527344,8.350000381469727,25.5,13.549999237060547,0.0,0.0,0.0,0.0,0.0,2007-07-14,1927.0,428.0
75,81.0,62.0,71.5,52.5,61.0,0.0,6.5,0.0,29.220001220703125,29.884998321533203,1.649999976158142,19.0,5.699999809265137,0.0,0.0,0.0,0.0,0.0,2007-07-15,1926.0,429.0
76,82.0,65.5,74.0,60.0,65.0,0.0,9.0,0.22999998927116394,29.279998779296875,29.950000762939453,5.0,23.5,5.899999618530273,1.0,0.5,0.5,0.0,0.0,2007-07-16,1925.0,430.0
77,83.0,68.5,76.0,65.5,69.0,0.0,11.0,0.10999999940395355,29.209999084472656,29.895000457763672,5.75,23.0,6.949999809265137,1.0,1.0,0.5,0.0,0.0,2007-07-17,1925.0,431.0
78,85.0,69.0,77.0,68.5,71.0,0.0,12.0,1.2350000143051147,29.145000457763672,29.834999084472656,9.700000762939453,24.0,10.350000381469727,1.0,1.0,1.0,0.5,0.0,2007-07-18,1924.0,432.0
79,82.5,63.0,72.75,62.5,66.0,0.0,8.0,0.08500000089406967,29.235000610351562,29.889999389648438,7.349999904632568,18.5,13.149999618530273,0.0,1.0,0.0,0.5,0.5,2007-07-19,1923.0,433.0
80,74.5,60.0,67.5,52.5,59.0,0.0,2.5,0.0,29.46500015258789,30.130001068115234,9.950000762939453,3.5,10.300000190734863,0.0,0.0,0.0,0.0,0.0,2007-07-20,1923.0,433.0
81,74.5,58.0,66.25,52.0,58.5,0.0,1.5,0.0,29.540000915527344,30.21500015258789,6.150000095367432,3.5,7.400000095367432,0.0,0.0,0.0,0.0,0.0,2007-07-21,1922.0,434.0
82,81.0,59.5,70.5,54.5,61.0,0.0,5.5,0.0,29.514999389648438,30.204999923706055,1.7999999523162842,17.0,3.4000000953674316,0.0,0.0,0.0,0.0,0.0,2007-07-22,1921.0,435.0
83,82.5,61.5,72.25,55.0,63.0,0.0,7.5,0.0,29.395000457763672,30.095001220703125,3.0500001907348633,10.5,3.950000047683716,0.0,0.0,0.0,0.0,0.0,2007-07-23,1920.0,436.0
84,82.0,65.0,73.75,57.5,64.0,0.0,9.0,0.0024999999441206455,29.349998474121094,30.03499984741211,2.0999999046325684,20.5,5.050000190734863,0.0,0.0,0.0,0.0,0.0,2007-07-24,1919.0,437.0
85,84.0,70.5,77.25,60.5,66.5,0.0,12.5,0.0024999999441206455,29.31999969482422,29.994998931884766,6.100000381469727,24.0,6.800000190734863,0.0,0.0,0.0,0.0,0.0,2007-07-25,1918.0,438.0
86,83.5,65.0,74.5,65.0,68.0,0.0,9.5,0.5399999618530273,29.220001220703125,29.915000915527344,7.199999809265137,22.0,9.649999618530273,1.0,1.0,1.0,1.0,0.0,2007-07-26,1918.0,439.0
87,83.0,70.0,76.75,67.5,70.0,0.0,12.0,0.10500000417232513,29.135000228881836,29.809999465942383,2.0999999046325684,19.5,8.0,1.0,1.0,0.0,1.0,0.0,2007-07-27,1917.0,440.0
88,80.0,68.0,74.0,65.0,68.0,0.0,9.0,0.0,29.255001068115234,29.920000076293945,10.300000190734863,3.0,10.449999809265137,0.0,1.0,0.0,1.0,0.0,2007-07-28,1916.0,441.0
89,85.0,65.0,75.0,56.5,64.0,0.0,10.0,0.0,29.310001373291016,29.979999542236328,5.550000190734863,5.0,6.300000190734863,0.0,0.0,0.0,0.0,0.0,2007-07-29,1915.0,442.0
90,87.5,63.5,75.75,56.0,64.5,0.0,11.0,0.0,29.360000610351562,30.020000457763672,3.4499998092651367,6.0,4.449999809265137,0.0,0.0,0.0,0.0,0.0,2007-07-30,1914.0,443.0
91,90.0,68.5,79.5,60.5,68.0,0.0,14.5,0.0,29.360000610351562,30.030000686645508,3.6500000953674316,5.5,4.949999809265137,0.0,0.0,0.0,0.0,0.0,2007-07-31,1913.0,444.0
92,91.5,69.0,80.5,62.5,69.5,0.0,15.5,0.0,29.315000534057617,29.989999771118164,2.799999952316284,11.0,3.9000000953674316,0.0,0.0,0.0,0.5,0.0,2007-08-01,1911.0,445.0
93,91.0,71.5,81.5,66.0,71.5,0.0,16.5,0.0,29.28499984741211,29.959999084472656,6.0,24.5,6.550000190734863,0.0,0.0,0.0,0.5,0.0,2007-08-02,1910.0,446.0
94,89.0,71.0,80.25,57.0,66.5,0.0,15.5,0.0,29.334999084472656,30.010000228881836,3.0,4.5,5.75,0.0,0.0,0.0,0.0,0.0,2007-08-03,1909.0,447.0
95,81.0,66.0,73.75,58.0,64.5,0.0,9.0,0.02499999850988388,29.334999084472656,30.020000457763672,5.800000190734863,8.5,6.349999904632568,1.0,0.0,0.0,0.0,0.0,2007-08-04,1908.0,448.0
96,88.0,67.5,78.0,71.0,72.5,0.0,13.0,1.2000000476837158,29.114999771118164,29.799999237060547,6.199999809265137,21.5,9.899999618530273,1.0,1.0,1.0,0.5,0.0,2007-08-05,1907.0,449.0
97,86.5,74.5,80.5,72.0,74.0,0.0,15.5,0.1550000011920929,29.149999618530273,29.81999969482422,2.0999999046325684,10.0,4.75,1.0,1.0,1.0,1.0,0.0,2007-08-06,1906.0,450.0
98,91.5,72.5,82.25,73.0,76.0,0.0,17.5,0.684999942779541,29.084999084472656,29.75,6.25,24.5,8.899999618530273,0.5,0.5,0.5,0.0,0.0,2007-08-07,1904.0,451.0
99,87.0,73.5,80.25,71.5,73.5,0.0,15.5,0.07500000298023224,29.154998779296875,29.81999969482422,2.25,3.5,6.650000095367432,1.0,1.0,1.0,0.5,0.5,2007-08-08,1903.0,452.0
100,84.5,72.5,78.5,71.0,73.0,0.0,13.5,0.2549999952316284,29.15999984741211,29.829999923706055,2.799999952316284,28.0,6.150000095367432,1.0,0.5,1.0,0.5,0.0,2007-08-09,1902.0,453.0
101,86.0,71.5,78.75,68.5,72.0,0.0,14.0,0.0,29.290000915527344,29.950000762939453,3.75,4.0,5.650000095367432,0.0,0.5,0.0,0.0,0.0,2007-08-10,1900.0,454.0
102,88.5,67.5,78.0,65.0,70.0,0.0,13.0,0.0,29.344999313354492,30.010000228881836,3.1500000953674316,19.5,3.9000000953674316,0.0,1.0,0.0,1.0,0.0,2007-08-11,1859.0,455.0
103,87.5,67.5,77.75,67.0,70.5,0.0,13.0,0.25999999046325684,29.369998931884766,30.049999237060547,1.7999999523162842,6.0,6.0,1.0,0.0,1.0,0.0,0.0,2007-08-12,1858.0,456.0
104,80.5,67.0,73.75,55.5,63.5,0.0,9.0,0.0,29.415000915527344,30.095001220703125,6.550000190734863,7.0,7.300000190734863,0.0,0.5,0.0,0.0,0.0,2007-08-13,1856.0,457.0
105,84.0,65.0,74.75,66.5,69.5,0.0,10.0,0.4300000071525574,29.260000228881836,29.924999237060547,6.150000095367432,24.0,8.5,1.0,1.0,1.0,0.0,0.0,2007-08-14,1855.0,458.0
106,80.5,71.5,76.25,68.0,70.5,0.0,11.5,0.5299999713897705,29.200000762939453,29.880001068115234,4.150000095367432,6.5,6.449999809265137,1.0,1.0,1.0,0.0,0.0,2007-08-15,1854.0,459.0
107,77.0,66.0,71.5,64.5,67.5,0.0,6.5,0.0,29.30500030517578,29.959999084472656,3.549999952316284,1.0,5.699999809265137,0.0,1.0,0.0,0.0,0.0,2007-08-16,1852.0,500.0
108,79.5,62.5,71.25,54.0,61.5,0.0,6.5,0.0,29.434999465942383,30.09000015258789,6.0,31.5,7.100000381469727,0.0,0.0,0.0,0.0,0.0,2007-08-17,1851.0,501.0
109,68.5,59.5,64.25,54.0,58.0,0.5,0.0,0.2549999952316284,29.459999084472656,30.154998779296875,6.25,12.5,7.550000190734863,1.0,0.0,0.0,0.0,0.0,2007-08-18,1849.0,502.0
110,68.5,62.0,65.25,62.5,64.0,0.0,0.5,1.3300000429153442,29.270000457763672,29.985000610351562,5.75,10.0,7.449999809265137,1.0,1.0,1.0,0.0,0.0,2007-08-19,1848.0,503.0
111,77.0,68.0,72.5,68.5,69.5,0.0,7.5,0.6949999928474426,29.18000030517578,29.860000610351562,1.4500000476837158,16.0,5.800000190734863,1.0,1.0,1.0,0.5,0.0,2007-08-20,1846.0,504.0
112,86.0,69.0,77.5,70.0,72.0,0.0,12.5,0.007499999832361937,29.235000610351562,29.899999618530273,3.6500000953674316,17.5,6.0,0.0,1.0,0.0,0.5,0.0,2007-08-21,1845.0,505.0
113,90.0,69.5,80.0,70.5,73.0,0.0,15.0,0.625,29.260000228881836,29.935001373291016,5.199999809265137,21.0,8.949999809265137,1.0,0.5,1.0,0.0,0.0,2007-08-22,1843.0,506.0
114,88.0,69.5,78.75,69.0,71.0,0.0,14.0,2.1549999713897705,29.18000030517578,29.865001678466797,8.149999618530273,21.0,10.399999618530273,1.0,1.0,1.0,0.0,0.0,2007-08-23,1842.0,508.0
115,80.5,69.0,75.0,67.0,69.0,0.0,10.0,0.2199999988079071,29.135000228881836,29.814998626708984,5.650000095367432,25.0,7.199999809265137,1.0,0.5,1.0,0.0,0.0,2007-08-24,1840.0,509.0
116,77.5,64.5,71.25,63.0,66.0,0.0,6.5,0.29500001668930054,29.260000228881836,29.920000076293945,2.700000047683716,19.5,6.0,1.0,0.5,0.0,0.0,0.0,2007-08-25,1839.0,510.0
117,78.5,60.5,69.75,55.0,61.5,0.0,5.0,0.0,29.40999984741211,30.075000762939453,3.6500000953674316,11.0,5.0,0.0,0.0,0.0,0.0,0.0,2007-08-26,1837.0,511.0
118,79.0,61.5,70.5,59.5,64.0,0.0,5.5,0.0,29.385000228881836,30.064998626708984,6.449999809265137,16.5,7.350000381469727,0.0,0.0,0.0,0.0,0.0,2007-08-27,1835.0,512.0
119,90.5,68.0,79.25,65.5,70.0,0.0,14.5,0.0,29.310001373291016,29.985000610351562,8.399999618530273,20.5,8.899999618530273,0.0,0.0,0.0,0.0,0.0,2007-08-28,1834.0,513.0
120,85.5,68.5,77.25,64.5,69.0,0.0,12.5,0.004999999888241291,29.364999771118164,30.030000686645508,5.449999809265137,3.0,8.5,0.0,0.0,0.0,0.0,0.0,2007-08-29,1832.0,514.0
121,75.0,58.5,66.75,54.0,60.5,0.0,2.0,0.0,29.489999771118164,30.165000915527344,9.950000762939453,2.5,10.399999618530273,0.0,0.0,0.0,0.0,0.0,2007-08-30,1831.0,515.0
122,76.5,57.0,66.75,53.0,59.5,0.0,2.0,0.0,29.494998931884766,30.18000030517578,3.450000047683716,5.0,4.899999618530273,0.0,0.0,0.0,0.0,0.0,2007-08-31,1829.0,516.0
123,80.0,58.5,69.25,55.5,61.5,0.0,4.5,0.0,29.514999389648438,30.209999084472656,4.300000190734863,11.0,4.699999809265137,0.0,0.0,0.0,0.0,0.0,2007-09-01,1827.0,517.0
124,84.5,61.5,73.0,56.5,63.0,0.0,8.0,0.0,29.439998626708984,30.139999389648438,4.5,21.0,5.5,0.0,0.0,0.0,0.0,0.0,2007-09-02,1826.0,518.0
125,88.0,65.0,76.5,61.0,67.0,0.0,11.5,0.0,29.389999389648438,30.079999923706055,2.5,26.0,6.0,0.0,0.0,0.0,0.0,0.0,2007-09-03,1824.0,519.0
126,89.5,65.0,77.25,59.5,66.5,0.0,12.5,0.0,29.310001373291016,29.994998931884766,2.5,23.0,4.650000095367432,0.0,0.0,0.0,0.0,0.0,2007-09-04,1822.0,520.0
127,90.5,69.0,79.75,62.5,69.0,0.0,15.0,0.0024999999441206455,29.274999618530273,29.950000762939453,6.400000095367432,19.0,6.599999904632568,0.5,0.0,0.0,0.0,0.0,2007-09-05,1821.0,521.0
128,83.0,73.5,78.5,66.5,70.0,0.0,13.5,0.12999999523162842,29.239999771118164,29.915000915527344,12.350000381469727,20.0,12.550000190734863,1.0,0.0,0.5,1.0,0.0,2007-09-06,1819.0,522.0
